,Experience,Age,Success,Education,Fav_lang_C++,Fav_lang_JavaScript,Fav_lang_MATLAB,Fav_lang_Python,Fav_lang_R,Fav_lang_Scala,Fav_lang_Whitespace,Fav_movie_And Now for Something Completely Different,Fav_movie_Monty Python Live at the Hollywood Bowl,Fav_movie_Monty Python and the Holy Grail,Fav_movie_Monty Python's Life of Brian,Fav_movie_Monty Python's The Meaning of Life,Fav_movie_Time Bandits,Sklearn_Nope.,Sklearn_Yep!,Humans_Machines_Skynet is a WINNER!,Humans_Machines_Team Humans!,Fav_Game_Chess,Fav_Game_Go,Fav_Game_Longing for the sweet release of death,"Fav_Game_Tic-tac-toe (Br. Eng. ""noughts and crosses"")"
2792,4.0,34,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2793,0.0,32,False,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2794,2.0,46,False,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2795,1.0,27,False,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2796,0.2,43,False,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2797,5.0,32,False,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2798,2.0,41,True,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2799,7.0,28,True,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2800,4.0,47,True,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2801,2.0,27,True,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2802,4.0,37,True,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
2803,2.0,60,False,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
2804,2.0,41,True,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2805,3.0,27,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2806,2.0,40,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2807,4.0,29,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2808,3.0,28,True,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2809,2.0,36,True,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2810,1.0,28,False,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2811,2.0,46,False,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
2812,3.0,31,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2813,27.0,63,True,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2814,10.0,99,False,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2815,3.0,48,False,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2816,3.0,24,False,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2817,4.0,28,True,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2818,4.0,25,False,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2819,3.0,35,True,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2820,2.0,46,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2821,4.0,22,True,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2822,1.0,22,False,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2823,2.0,48,False,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2824,8.0,33,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2825,2.0,41,False,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
2826,1.0,31,False,10,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
2827,1.0,39,False,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2828,7.0,24,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2829,1.0,31,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2830,3.0,28,True,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2831,2.0,40,False,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2832,1.0,36,True,10,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2833,1.0,42,False,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
2834,25.0,25,True,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
2835,0.0,37,True,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
2836,1.0,36,False,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2837,10.0,3,True,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
2838,2.0,46,False,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
2839,12.0,30,True,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2840,2.0,46,True,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
2841,6.0,49,True,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2842,2.0,33,False,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2843,2.0,60,False,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
2844,12.0,46,False,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2845,1.0,36,True,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2846,8.0,38,False,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2847,6.0,51,False,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2848,1.0,28,False,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
2849,4.0,32,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
2850,2.0,25,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2851,5.0,31,True,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2852,1.0,24,False,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2853,5.0,53,False,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2854,5.0,27,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2855,0.0,34,True,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2856,1.0,36,True,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2857,3.0,20,False,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
2858,1.0,27,True,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2859,3.0,30,True,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
2860,5.0,39,False,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2861,0.0,37,True,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2862,5.0,30,False,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2863,1.0,32,False,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2864,8.0,52,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
2865,7.0,12,False,-10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
2866,3.0,29,False,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
2867,7.0,37,True,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
2868,5.0,34,True,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2869,3.0,3,False,10,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
2870,2.0,32,True,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
2871,0.0,31,False,10,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
2872,2.0,27,False,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2873,12.0,46,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2874,4.0,51,False,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2875,0.0,41,False,8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
2876,1.0,40,False,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2877,4.0,40,True,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
2878,2.0,39,False,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2879,1.0,57,True,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2880,0.5,23,True,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
2881,2.0,23,True,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2882,8.0,41,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2883,1.0,27,False,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2884,1.0,47,False,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2885,5.0,49,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2886,2.0,32,True,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
2887,1.0,26,True,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
2888,1.0,26,True,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
2889,1.0,29,False,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2890,3.0,30,False,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
2891,0.5,52,True,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2892,7.0,26,True,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2893,0.5,27,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
2894,3.0,30,True,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2895,1.0,34,True,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
2896,4.0,35,False,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2897,3.0,44,True,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
2898,25.0,76,True,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2899,25.0,75,False,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
2900,20.0,53,True,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2901,4.0,33,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2902,1.0,31,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2903,12.0,60,False,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2904,7.0,48,False,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2905,3.0,32,True,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
2906,3.0,34,False,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2907,5.0,24,True,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
2908,4.0,34,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2909,0.0,32,True,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2910,2.0,46,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2911,1.0,27,True,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2912,0.2,43,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2913,5.0,32,True,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2914,2.0,41,True,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2915,7.0,28,True,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2916,4.0,47,False,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2917,2.0,27,True,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2918,4.0,37,True,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
2919,2.0,60,False,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
2920,2.0,41,False,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2921,3.0,27,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2922,2.0,40,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2923,4.0,29,False,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2924,3.0,28,True,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2925,2.0,36,False,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2926,1.0,28,False,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2927,2.0,46,False,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
2928,3.0,31,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2929,27.0,63,False,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2930,10.0,99,False,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2931,3.0,48,True,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2932,3.0,24,False,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2933,4.0,28,True,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2934,4.0,25,True,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2935,3.0,35,True,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2936,2.0,46,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2937,4.0,22,False,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2938,1.0,22,False,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2939,2.0,48,False,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2940,8.0,33,False,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2941,2.0,41,True,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
2942,1.0,31,False,10,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
2943,1.0,39,False,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2944,7.0,24,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2945,1.0,31,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2946,3.0,28,True,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2947,2.0,40,True,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2948,1.0,36,True,10,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2949,1.0,42,True,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
2950,25.0,25,True,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
2951,0.0,37,True,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
2952,1.0,36,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2953,10.0,3,True,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
2954,2.0,46,True,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
2955,12.0,30,True,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2956,2.0,46,True,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
2957,6.0,49,False,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2958,2.0,33,True,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2959,2.0,60,False,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
2960,12.0,46,False,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2961,1.0,36,True,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2962,8.0,38,False,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2963,6.0,51,False,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2964,1.0,28,False,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
2965,4.0,32,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
2966,2.0,25,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2967,5.0,31,True,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2968,1.0,24,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2969,5.0,53,False,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2970,5.0,27,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2971,0.0,34,False,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2972,1.0,36,True,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2973,3.0,20,False,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
2974,1.0,27,True,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2975,3.0,30,True,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
2976,5.0,39,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2977,0.0,37,True,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2978,5.0,30,False,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2979,1.0,32,True,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2980,8.0,52,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
2981,7.0,12,False,-10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
2982,3.0,29,False,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
2983,7.0,37,False,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
2984,5.0,34,True,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2985,3.0,3,True,10,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
2986,2.0,32,False,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
2987,0.0,31,True,10,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
2988,2.0,27,False,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2989,12.0,46,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2990,4.0,51,False,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2991,0.0,41,True,8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
2992,1.0,40,False,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2993,4.0,40,False,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
2994,2.0,39,False,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2995,1.0,57,True,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2996,0.5,23,True,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
2997,2.0,23,True,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2998,8.0,41,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2999,1.0,27,False,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
3000,1.0,47,False,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3001,5.0,49,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3002,2.0,32,True,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
3003,1.0,26,True,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3004,1.0,26,True,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
3005,1.0,29,True,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3006,3.0,30,True,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
3007,0.5,52,True,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3008,7.0,26,True,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3009,0.5,27,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
3010,3.0,30,True,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
3011,1.0,34,True,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
3012,4.0,35,False,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3013,3.0,44,False,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
3014,25.0,76,True,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
3015,25.0,75,False,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
3016,20.0,53,True,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3017,4.0,33,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3018,1.0,31,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3019,12.0,60,False,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3020,7.0,48,False,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3021,3.0,32,True,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3022,3.0,34,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3023,5.0,24,True,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
3024,4.0,34,True,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3025,0.0,32,False,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3026,2.0,46,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3027,1.0,27,True,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3028,0.2,43,True,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
3029,5.0,32,True,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3030,2.0,41,True,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
3031,7.0,28,True,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
3032,4.0,47,True,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
3033,2.0,27,True,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
3034,4.0,37,True,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
3035,2.0,60,False,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
3036,2.0,41,False,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3037,3.0,27,False,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
3038,2.0,40,True,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
3039,4.0,29,False,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
